Nombre de catálogo,Nombre de categoría,Nombre de artículo,Descripción de artículo,Artículo - Unidad de medida principal,Artículo - Permite stock,Estado de artículo,PK_PZASTARIMA,PZAS/PAQUETE
EMP OTROS,BOLSAS ZIPLOC,BOLR05038-PQ500,BOLR05038-PQ500 BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05042,Z5080 EMPAQUE CON ZIPPER REUTILIZABLE 5 CM X 8 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05042-PQ100,BOLR05042-PQ100 Z5080 EMPAQUE CON ZIPPER REUTILIZABLE 5 CM X 8 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05042-PQ1000,BOLR05042 Z5080 EMPAQUE CON ZIPPER REUTILIZABLE TRANSPARENTE 5 CM X 8 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05043,BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05043-PQ100,BOLR05043-PQ100 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05043-PQ1000,BOLR05043 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05044,BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05044-PQ100,BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM BOLR05044-PQ100,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05044-PQ1000,BOLR05044 BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05044-PQ500,BOLR05044-PQ500 BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05045,BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05045-PQ100,BOLR05045-PQ100 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05045-PQ1000,BOLR05045 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05045-PQ500,BOLR05045-PQ500 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05047,BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05047-PQ100,BOLR05047-PQ100 BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05047-PQ1000,BOLR05047 BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05048,BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05048-PQ100,BOLR05048-PQ100 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05048-PQ1000,BOLR05048 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05049,BOLSA CON ZIPPER MORADO 12 CM X 12 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05049-PQ100,BOLR05049-PQ100 BOLSA CON ZIPPER MORADO 12 CM X 12 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05049-PQ1000,BOLR05049 BOLSA CON ZIPPER MORADO 12 CM X 12 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05050,BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05050-PQ100,BOLR05050-PQ100 BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05050-PQ1000,BOLR05050 BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05050-PQ500,BOLR05050-PQ500 BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05051,BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,BOLR05051-PQ100,BOLR05051-PQ100 BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,BOLR05051-PQ1000,BOLR05051 BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,ZHBOL017,BOLSA DE 5 CM X 5 CM,PIEZA,Y,Activo,,1
EMP OTROS,BOLSAS ZIPLOC,ZHBOL017-PQ100,ZHBOL017-PQ100 BOLSA DE 5 CM X 5 CM,PAQUETE,Y,Activo,,
EMP OTROS,BOLSAS ZIPLOC,ZHBOL017-PQ1000,ZHBOL017 BOLSA TRANSPARENTE DE 5 CM X 5 CM CAJA CON 1000 PZ,PAQUETE,Y,Activo,,
EMP OTROS,CABLES,C-10M4PC1,CABLE DE 10MM CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-10M4PC1-PZ,C-10M4PC1-PZ CABLE DE 10MM CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-10M4PC2-6,CABLE DE 10MM CON 4 PUNTAS NEGRO / VERDE UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-10M4PC2-6-PZ,C-10M4PC2-6-PZ CABLE DE 10MM CON 4 PUNTAS NEGRO / VERDE UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-10M4PC6,CABLE DE 10MM CON 4 PUNTAS VERDE,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-10M4PC6-PZ,C-10M4PC6-PZ CABLE DE 10MM CON 4 PUNTAS VERDE,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-10M4PC9,CABLE DE 10MM DE CON 4 PUNTAS MORADO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-10M4PC9-PZ,C-10M4PC9-PZ CABLE DE 10MM DE CON 4 PUNTAS MORADO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-11M4P,CABLE DE 11MM CON 4 PUNTAS COMBINADO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-11M4P-PZ,C-11M4P-PZ CABLE DE 11MM CON 4 PUNTAS COMBINADO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-11M4PC1,CABLE DE 11MM DE CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-11M4PC1-PZ,C-11M4PC1-PZ CABLE DE 11MM DE CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-11M4PC2-3,CABLE DE 11MM CON 4 PUNTAS NEGRO/ AZUL UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-11M4PC2-3-PZ,C-11M4PC2-3-PZ CABLE DE 11MM CON 4 PUNTAS NEGRO/ AZUL UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-11M4PC2-4,CABLE DE 11MM CON 4 PUNTAS NEGRO/ NARANJA UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-11M4PC2-4-PZ,C-11M4PC2-4-PZ CABLE DE 11MM CON 4 PUNTAS NEGRO/ NARANJA UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-11M4PC3,CABLE DE 11MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-11M4PC3-PZ,C-11M4PC3-PZ CABLE DE 11MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-13M4PC1,CABLE DE 13MM CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-13M4PC1-PZ,C-13M4PC1-PZ CABLE DE 13MM CON 4 PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-13M4PC2-1,CABLE DE 13MM CON 4 PUNTAS NEGRO/ AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-13M4PC2-1-PZ,C-13M4PC2-1-PZ CABLE DE 13MM CON 4 PUNTAS NEGRO/ AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-13M4PC2-4,CABLE DE 13MM CON 4 PUNTAS NEGRO/ NARANJA UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-13M4PC2-4-PZ,C-13M4PC2-4-PZ CABLE DE 13MM CON 4 PUNTAS NEGRO/ NARANJA UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-13M4PC3,CABLE DE 13MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,64,1
EMP OTROS,CABLES,C-13M4PC3-PZ,C-13M4PC3-PZ CABLE DE 13MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,64,1
EMP OTROS,CABLES,C-13M4PC5,CABLE DE 13MM CON 4 PUNTAS ROJO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-13M4PC5-PZ,C-13M4PC5-PZ CABLE DE 13MM CON 4 PUNTAS ROJO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-13M4PC6,CABLE 13 MM ROLLO 4 CABOS VERDE LIMON,PIEZA,Y,Activo,16,1
EMP OTROS,CABLES,C-13M4PC9,CABLE DE 13MM CON 4 PUNTAS MORADO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-19M4PC1,CABLE DE 19MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-19M4PC1-PZ,C-19M4PC1-PZ CABLE DE 19MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-19M4PC3,CABLE DE 19MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,36,1
EMP OTROS,CABLES,C-19M4PC3-PZ,C-19M4PC3-PZ CABLE DE 19MM CON 4 PUNTAS AZUL,PIEZA,Y,Activo,36,1
EMP OTROS,CABLES,C-19M4PC5,CABLE DE 19MM CON 4 PUNTAS ROJO,PIEZA,Y,Activo,36,1
EMP OTROS,CABLES,C-19M4PC5-PZ,C-19M4PC5-PZ CABLE DE 19MM CON 4 PUNTAS ROJO,PIEZA,Y,Activo,36,1
EMP OTROS,CABLES,C-4M4PC1,CABLE DE 4MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,0,1
EMP OTROS,CABLES,C-4M4PC1-PQ3,C-4M4PC1-PQ3 CABLE DE 4MM CON 4PUNTAS AMARILLO PAQUETE 3 PIEZAS,PAQUETE,Y,Activo,,
EMP OTROS,CABLES,C-4M4PC1-PZ,CABLE DE 4MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4P,CABLE DE 6MM CON 4PUNTAS COMBINADO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4P-PZ,C-6M4P-PZ CABLE DE 6MM CON 4PUNTAS COMBINADO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC1,CABLE DE 6MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC1-PZ,C-6M4PC1-PZ CABLE DE 6MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC2-3,CABLE DE 6MM CON 4PUNTAS NEGRO/AZUL UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC2-3-PZ,C-6M4PC2-3-PZ CABLE DE 6MM CON 4PUNTAS NEGRO/AZUL UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC2-4,CABLE DE 6MM CON 4PUNTAS NEGRO/NARANJA UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC2-4-PZ,C-6M4PC2-4-PZ CABLE DE 6MM CON 4PUNTAS NEGRO/NARANJA UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC2-6,CABLE DE 6MM CON 4PUNTAS NEGRO/VERDE UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC2-6-PZ,C-6M4PC2-6-PZ CABLE DE 6MM CON 4PUNTAS NEGRO/VERDE UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC3,CABLE DE 6MM CON 4PUNTAS AZUL,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC3-PZ,C-6M4PC3-PZ CABLE DE 6MM CON 4PUNTAS AZUL,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-6M4PC7,CABLE DE 6MM CON 4PUNTAS BLANCO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-6M4PC7-PZ,C-6M4PC7-PZ CABLE DE 6MM CON 4PUNTAS BLANCO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-8M4PC1,CABLE DE 8MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-8M4PC1-PZ,C-8M4PC1-PZ CABLE DE 8MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-8M4PC2,CABLE DE 8MM CON 4PUNTAS AMARILLO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-8M4PC2-1,CABLE DE 8MM CON 4PUNTAS NEGRO/AMARILLO UV,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-8M4PC2-1-PZ,C-8M4PC2-1-PZ CABLE DE 8MM CON 4PUNTAS NEGRO/AMARILLO UV,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-8M4PC5,CABLE DE 8MM CON 4PUNTAS ROJO,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-8M4PC5-PZ,C-8M4PC5-PZ CABLE DE 8MM CON 4PUNTAS ROJO,PIEZA,Y,Activo,,
EMP OTROS,CABLES,C-8M4PC6,CABLE DE 8MM CON 4PUNTAS VERDE,PIEZA,Y,Activo,,1
EMP OTROS,CABLES,C-8M4PC6-PZ,C-8M4PC6-PZ CABLE DE 8MM CON 4PUNTAS VERDE,PIEZA,Y,Activo,,
EMP OTROS,ETIQUETAS TERMICAS,ACS4020,Etiqueta térmica 5.1 cm* 2.5 cm,PIEZA,Y,Activo,3600,1
EMP OTROS,ETIQUETAS TERMICAS,ACS4021,Etiqueta térmica 10.2 cm * 15.2 cm,PIEZA,Y,Activo,4008,24
EMP OTROS,ETIQUETAS TERMICAS,ACS4021-CJ24,"ACS4021-CJ24 Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Caja con 24 pieza(rollos)",CAJA,Y,Activo,4008,24
EMP OTROS,ETIQUETAS TERMICAS,ACS4021-PQ12,"ACS4021-PQ12 Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Paquete con 12 pieza(rollos)",PAQUETE,Y,Activo,4008,24
EMP OTROS,ETIQUETAS TERMICAS,ACS4021-PQ6,"ACS4021-PQ6 Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Paquete con 6 pieza(rollos)",PAQUETE,Y,Activo,4008,24
EMP OTROS,ETIQUETAS TERMICAS,ACS4021-PZ,"ACS4021-PZ Etiqueta térmica de 10.2 X 15.2 cm (4""x6""), rollo con 200 etiquetas Presentación de 1 pieza(rollo)",PIEZA,Y,Activo,4008,24
EMP OTROS,ETIQUETAS TERMICAS,ACS4022,Etiqueta térmica 10.2 cm * 20.4 cm,PIEZA,Y,Activo,3000,1
EMP OTROS,ETIQUETAS TERMICAS,ACS4022-CJ8,"ACS4022-CJ8 Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Caja con 8 pieza(rollos)",CAJA,Y,Activo,3000,1
EMP OTROS,ETIQUETAS TERMICAS,ACS4022-PQ4,"ACS4022-PQ4 Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Paquete con 4 pieza(rollos)",PAQUETE,Y,Activo,3000,1
EMP OTROS,ETIQUETAS TERMICAS,ACS4022-PZ,"ACS4022-PZ Etiqueta térmica de 10.2 X 20.4 cm (4""x8""), rollo con 200 etiquetas Presentación de 1 pieza(rollo)",PIEZA,Y,Activo,3000,1
EMP OTROS,FLEJADORA AUTOMÁTICA,YS-512X6550,MAQ. FLEJADORA MOD. YS-512X (650*500),PIEZA,Y,Activo,,1
EMP OTROS,FLEJADORA AUTOMÁTICA,YS-512X6550-PZ,YS-512X6550-PZ Maquina Flejadora MOD. YS-512X (650*500),PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA AUTOMÁTICA,YS-512X8560,MAQ. FLEJADORA MOD. YS-512X (850*600),PIEZA,Y,Activo,,1
EMP OTROS,FLEJADORA AUTOMÁTICA,YS-512X8560-PZ,YS-512X8560-PZ Maquina Flejadora MOD. YS-512X (850*600),PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA DE BATERÍAS,Q31,"BATTERY STRAPPING TOOLS Q31, WITH ONE BATTERY AND ONE CHARGER, NEUTRAL",PIEZA,Y,Activo,,1
EMP OTROS,FLEJADORA DE BATERÍAS,Q31-PZ,"Q31-PZ Battery strapping tools Q31,with one battery and one charger, neutral",PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA MANUAL P/FLEJE ACERO,A333,Manual sealless steel strapping tools A333,PIEZA,Y,Activo,1,1
EMP OTROS,FLEJADORA MANUAL P/FLEJE ACERO,A333-PZ,A333-PZ Flejadora manual para fleje de acero (Modelo A333),PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA MANUAL P/FLEJE ACERO,GD35,Manual sealless steel strapping tools GD35,PIEZA,Y,Activo,1,1
EMP OTROS,FLEJADORA MANUAL P/FLEJE ACERO,GD35-PZ,GD35-PZ Flejadora manual para fleje de acero (Modelo GD35),PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA NEUMÁTICA,A19,MAQ. FLEJADORA MOD. A19,PIEZA,Y,Activo,,1
EMP OTROS,FLEJADORA NEUMÁTICA,A19-PZ,EE-D6ON-XLHO MAQ. FLEJADORA MOD. A19,PIEZA,Y,Activo,,
EMP OTROS,FLEJADORA SEMIAUTOMÁTICA,YSA2,MAQ. FLEJADORA MOD. YS-A2,PIEZA,Y,Activo,,1
EMP OTROS,FLEJADORA SEMIAUTOMÁTICA,YSA2-PZ,YSA2 MAQ. FLEJADORA MOD. YS-A2,PIEZA,Y,Activo,,
EMP OTROS,FLEJES,FP-1/2-PZ,FP-1/2-PZ FLEJE DE PLASTICO DE 1/2 IN NEGRO PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,FLEJES,FP1/2,FLEJE DE PLASTICO DE 1/2 IN NEGRO,PIEZA,Y,Activo,,1
EMP OTROS,FLEJES,FP3/4L,"FLEJE PET 3/4"" X 0.050"" LISO",PIEZA,Y,Activo,,1
EMP OTROS,FLEJES,FP5/8C2,FLEJE DE PLASTICO DE 5/8 IN NEGRO,PIEZA,Y,Activo,100,1
EMP OTROS,FLEJES,FP5/8C2-PZ,FP5/8C2-PZ FLEJE DE PLASTICO DE 5/8 IN NEGRO PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,FLEJES,FP5/8M,"FLEJE PET 5/8"" X 0.040"" MOLETEADO",PIEZA,Y,Activo,,1
EMP OTROS,FLEJES,FPA1/2,"FLEJE DE POLIPROPILENO AUTOMÁTICO DE 1/2"" TRANSPARENTE",PIEZA,Y,Activo,90,1
EMP OTROS,FLEJES,FPA1/2C7,FLEJE DE POLIPROPILENO AUTOMATICO DE 1/2 IN 10KG BLANCO,PIEZA,Y,Activo,64,1
EMP OTROS,FLEJES,FPA1/2C7-PZ,FPA1/2C7-PZ FLEJE DE POLIPROPILENO AUTOMÁTICO DE 1/2 IN 10KG BLANCO,PIEZA,Y,Activo,64,1
EMP OTROS,FLEJES,FPA1/5,"FLEJE DE POLIPROPILENO AUTOMÁTICO DE 1/5"" TRANSPARENTE",PIEZA,Y,Activo,90,1
EMP OTROS,FLEJES,FPP5/8C6,FLEJE PET COLOR VERDE 5/8” CAL. 40 MOLETEADO,PIEZA,Y,Activo,50,1
EMP OTROS,FLEJES,FPSA1/27C2,FLEJE PLASTICO SEMIAUTOMATICO DE 1/2 IN 7KG NEGRO,PIEZA,Y,Activo,100,1
EMP OTROS,FLEJES,FPSA1/27C2-PZ,FPSA1/27C2-PZ FLEJE PLASTICO SEMIAUTOMATICO DE 1/2 IN 7KG NEGRO,PIEZA,Y,Activo,100,1
EMP OTROS,FLEJES,FPSA5/87C2,FLEJE PLASTICO SEMIAUTOMATICO DE 5/8 IN 7KG NEGRO,PIEZA,Y,Activo,100,1
EMP OTROS,FLEJES,FPSA5/87C2-PZ,FPSA5/87C2-PZ FLEJE PLASTICO SEMIAUTOMATICO DE 5/8 IN 7KG NEGRO,PIEZA,Y,Activo,100,1
EMP OTROS,FLEJES,FTA1/2C6,FLEJE DE PET AUTOMÁTICO DE 1/2 IN VERDE,PIEZA,Y,Activo,52,1
EMP OTROS,FLEJES,FTA1/2C6-PZ,"FTA1/2C6-PZ Fleje de PET moleteado (con relieve) de 12.5mm Calibre 0.7mm de 1,600 m (18.5 kg/Rollo) Verde",PIEZA,Y,Activo,52,1
EMP OTROS,FLEJES,FTA5/8C6,FLEJE DE PET AUTOMÁTICO DE 5/8 IN VERDE,PIEZA,Y,Activo,52,1
EMP OTROS,FLEJES,FTA5/8C6-PZ,"FTA5/8C6-PZ Fleje de PET moleteado (con relieve) de 16mm Calibre 1mm de 1,200 m (24 kg/Rollo) Verde",PIEZA,Y,Activo,52,1
EMP OTROS,FLEJES,KIT_FLEJADO1/2-CJ,"KIT_FLEJADO1 KIT DE TENSIONADOR, SELLADOR, FLEJE Y MIL GRAPA DE 1/2 PULGADA",KIT,Y,Activo,,
EMP OTROS,FLEJES,KIT_FLEJADO5/8-CJ,"KIT_FLEJADO2 KIT DE TENSIONADOR, SELLADOR, FLEJE Y MIL GRAPA DE 5/8 PULGADA",KIT,Y,Activo,,
EMP OTROS,FLEJES,YS-2A-05B,DRIVING ROLLER WHEEL,PIEZA,Y,Activo,1,1
EMP OTROS,FLEJES,YS-2A-75,SMALL GUIDE STRAP WHEEL,PIEZA,Y,Activo,1,1
EMP OTROS,FOLDERS,L16,FOLDER TAMAÑO CARTA KRAFT PAQUETE CON 100 PZS,PAQUETE,Y,Activo,,1
EMP OTROS,FOLDERS,L16-PQ100,L16-PQ100 FOLDER TAMAÑO CARTA KRAFT PAQUETE CON 100 PZS,PAQUETE,Y,Activo,,
EMP OTROS,FOLDERS,L16-PQ400,L16-PQ400 FOLDER TAMAÑO CARTA KRAFT 4 PAQUETES DE 100PZS,PAQUETE,Y,Activo,,
EMP OTROS,FOLDERS,L26,FOLDER TAMAÑO OFICIO KRAFT PAQUETE CON 100 PZS,PAQUETE,Y,Activo,,1
EMP OTROS,FOLDERS,L26-PQ100,L26-PQ100 FOLDER TAMAÑO OFICIO KRAFT PAQUETE CON 100 PZS,PAQUETE,Y,Activo,,
EMP OTROS,FOLDERS,L26-PQ400,L26-PQ400 FOLDER TAMAÑO OFICIO KRAFT 4 PAQUETES DE 100PZS,PAQUETE,Y,Activo,,
EMP OTROS,GRAPAS,GM1/2L,GRAPA P/FLEJAR METALICAS 1/2 Lizo,MILLAR,Y,Activo,,1
EMP OTROS,GRAPAS,GM1/2L-PQ1000,GM1/2L-PQ GRAPA P/FLEJAR METALICAS 1/2 LIZO PAQUETE CON 1 MILLAR,PAQUETE,Y,Activo,,
EMP OTROS,GRAPAS,GM5/8L,GRAPA P/FLEJAR METALICAS 5/8 Lizo,MILLAR,Y,Activo,,1
EMP OTROS,GRAPAS,GM5/8L-PQ1000,GM5/8L-PQ GRAPA P/FLEJAR METALICAS 5/8 LIZO PAQUETE CON 1 MILLAR,PAQUETE,Y,Activo,,
EMP OTROS,GRAPAS,GP1/2P,GRAPA PET 1/2 PUNTEADO,MILLAR,Y,Activo,,1
EMP OTROS,GRAPAS,GP1/2P-PQ1000,GP1/2P-PQ1000 Grapa para fleje 1/2 pulgada punteada,PAQUETE,Y,Activo,,
EMP OTROS,GRAPAS,GP5/8P,GRAPA PET 5/8 PUNTEADO,MILLAR,Y,Activo,1000,1
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,KIT_FLEJADO-CJ,TFH19/SFJ19-PZ JUEGO DE TENSIONADOR Y SELLADOR DE FLEJE,KIT,Y,Activo,,
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,KIT_FLEJADO1,"KIT DE 1 TENSIONADOR Y 1 SELLADOR DE FLEJE MANUAL USO RUDO FLEJE DE PLÁSTICO DE 1/2"" PULGADA NEGRO PAQUETE DE 1000 GRAPAS DE 1/2"" PULGADA ACERO GALVANIZADO",KIT,Y,Activo,,1
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,SFJ19,SELLADORA MANUAL PARA FLEJE J19,PIEZA,Y,Activo,,1
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,SFJ19-PZ,SFJ19-PZ SELLADORA MANUAL PARA FLEJE J19 PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,TFH19,TENSIONADORA MANUAL PARA FLEJE H19,PIEZA,Y,Activo,,1
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,TFH19-PZ,TFH19-PZ TENSIONADORA MANUAL PARA FLEJE H19 PAQUETE CON 1 PZ,PIEZA,Y,Activo,,
EMP OTROS,HERRAMIENTAS FLEJADO MANUALES,TFH1_SFJ,JUEGO DE TENSIONADOR Y SELLADOR DE FLEJE,KIT,Y,Activo,,1
EMP OTROS,HEXCELWRAP,DP-EZ,Dispensador Manual de HEXCELWRAP,PIEZA,Y,Activo,56,1
EMP OTROS,HEXCELWRAP,H-1002-EZ,"KRAFT HEXCEL WRAP ROLL 12"" 400´",PIEZA,Y,Activo,,1
