Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,297,PIEZA,CUAUTIPARKII,F.18..
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,270,PIEZA,CUAUTIPARKII,F.19..
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,270,PIEZA,CUAUTIPARKII,F.20..
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,90,PIEZA,CUAUTIPARKII,F.21..
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,199,PIEZA,CUAUTIPARKII,F.22..
STAJD2063Z6,20 63 18000 STRETCH JUMBO AUTOMATICO PARA PRE ESTIRAR,INVCUAU,270,PIEZA,CUAUTIPARKII,F.23..
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,2592,PIEZA,DHL_CAT,1.B.1.2
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,3206,PIEZA,DHL_CAT,1.B.1.9
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,2603,PIEZA,DHL_CAT,1.B.2.3
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,2376,PIEZA,DHL_CAT,1.P.1.3
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,2592,PIEZA,DHL_CAT,1.Z.3.1
STAM20AO,20 50 5000 AUTOMATICA,INV CAT,215,PIEZA,DHL_CAT,2.O.0.1
STAM20AO,20 50 5000 AUTOMATICA,INV MRD,6957,PIEZA,WHM_MRD,UMAN...
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.A.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.B.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.C.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.D.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.E.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.F.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.G.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.H.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.I.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.J.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.K.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.L.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.M.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.N.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.O.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,16,PIEZA,LOGISTORAGE_MTY,H.1.P.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.Q.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.R.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.S.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,128,PIEZA,LOGISTORAGE_MTY,H.1.U.11
STAM20AO,20 50 5000 AUTOMATICA,INV MTY,108,PIEZA,LOGISTORAGE_MTY,H.1.W.11
STAM20DN,20 80 4500 AUTOMATICA,INV CAT,1769,PIEZA,DHL_CAT,1.B.1.0
STAM20DN,20 80 4500 AUTOMATICA,INV GDL,690,PIEZA,DHL_GDL,A.22..
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.A.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.A.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AA.12
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AA.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AB.11
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AB.12
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AB.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AB.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AC.11
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AC.12
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.AC.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.B.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.B.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.C.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.C.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.T.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.T.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.U.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.U.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.W.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.W.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.X.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.X.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.Y.31
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.Y.32
STAM20DN,20 80 4500 AUTOMATICA,INV MTY,75,PIEZA,LOGISTORAGE_MTY,H.1.Z.31
STAM20DN,20 80 4500 AUTOMATICA,IZCALLI,1500,PIEZA,DHL_CAT,IZC.0.4.
STAM20DN,20 80 4500 AUTOMATICA,IZCALLI,450,PIEZA,DHL_CAT,IZC.3.1.
STE19MTR,"19 63 7,500 PRIME AR",INV MTY,40,PIEZA,LOGISTORAGE_MTY,B.4..
STE19MTR,"19 63 7,500 PRIME AR",INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.E.21
STE19MTR,"19 63 7,500 PRIME AR",INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.U.21
STE19MTR,"19 63 7,500 PRIME AR",INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.X.22
STE20DOR,"20 80 5,000 PRIME AR",INV MTY,160,PIEZA,LOGISTORAGE_MTY,C.3..
STH43DRL1C,"STRETCH HOOD ULTRA TOUGH 43.3"" x 26"" 450GA x 2100'",INV MTY,132,PIEZA,LOGISTORAGE_MTY,B.4..
STH43DRL1C,"STRETCH HOOD ULTRA TOUGH 43.3"" x 26"" 450GA x 2100'",INV MTY,1,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,933,PIEZA,DHL_CAT,1.P.4.1
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,39,PIEZA,DHL_CAT,2.H.4.3
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.I.3.6
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.I.3.7
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.0.1
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.1.6
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.I.4.0
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.I.4.1
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,1080,PIEZA,LOGISTORAGE_MTY,B.4..
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,150,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.D.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.D.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.E.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.E.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.F.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.F.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.G.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.G.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.H.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.H.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.I.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.I.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.I.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.L.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.O.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.P.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.Q.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.Q.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.R.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.R.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.S.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.T.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.U.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.W.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.W.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.X.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.A.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.AA.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.AA.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.AB.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.B.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.G.12
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.H.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.H.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.I.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.I.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.I.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.J.31
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.J.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.J.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.K.11
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.K.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.K.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.L.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.L.41
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.L.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.M.42
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.M.51
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.M.52
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.N.51
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.N.52
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.P.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.R.22
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.W.11
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.X.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.Z.21
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV PUEBLA,38,PIEZA,DHL_PUEBLA,1.A.1.5
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV PUEBLA,80,PIEZA,DHL_PUEBLA,STGR.1..
STI1963TPLT,19 63 7500  AUTOMATICA AR,INV TIJ,480,PIEZA,LOGISTORAGE_TIJ,DISPONIBLE...
STI19MTI,19 63 7500  AUTOMATICA AR,INV CAT,7,PIEZA,DHL_CAT,1.H.3.0
STI19MTI,19 63 7500  AUTOMATICA AR,INV GDL,45,PIEZA,DHL_GDL,A.17..
STI19MTI,19 63 7500  AUTOMATICA AR,INV GDL,560,PIEZA,DHL_GDL,A.24..
STI19MTR,19 63 7500  AUTOMATICA AR,INV CAT,2,PIEZA,DHL_CAT,1.E.0.3A
STI19MTR,19 63 7500  AUTOMATICA AR,INV CAT,19,PIEZA,DHL_CAT,1.G.2.1
STI19MTR,19 63 7500  AUTOMATICA AR,INV CAT,6,PIEZA,DHL_CAT,1.I.2.3
STI19MTR,19 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.H.3.4
STI19MTR,19 63 7500  AUTOMATICA AR,INV GDL,70,PIEZA,DHL_GDL,A.41..
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,1250,PIEZA,LOGISTORAGE_MTY,C.3..
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,1280,PIEZA,LOGISTORAGE_MTY,C.4..
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,120,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.AA.22
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.C.22
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.B.31
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.B.32
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.B.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.B.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.32
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.C.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.D.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.E.41
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.E.42
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.E.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.E.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.F.31
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.F.32
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.F.41
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.F.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.F.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.G.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.G.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.H.31
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.H.32
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,80,PIEZA,LOGISTORAGE_MTY,I.1.H.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.H.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.I.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.I.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.J.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.J.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.K.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.K.52
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.L.51
STI19MTR,19 63 7500  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,I.1.L.52
STI2041UUAR,20 41 9000  AUTOMATICA UAR,INV GDL,14,PIEZA,DHL_GDL,A.41..
STI2041UUAR,20 41 9000  AUTOMATICA UAR,INV MTY,7,PIEZA,LOGISTORAGE_MTY,I.1.F.11
STI2041ZUAR,20 41 11000  AUTOMATICA UAR,INV MTY,5,PIEZA,LOGISTORAGE_MTY,I.1.N.11
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,465,PIEZA,DHL_CAT,1.B.0.7
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,2408,PIEZA,DHL_CAT,1.B.1.1
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,49,PIEZA,DHL_CAT,1.H.1.5
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,1844,PIEZA,DHL_CAT,1.P.1.7
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,1950,PIEZA,DHL_CAT,1.P.2.5
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,1950,PIEZA,DHL_CAT,1.P.3.4
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,1966,PIEZA,DHL_CAT,1.Z.5.0
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,2150,PIEZA,DHL_CAT,1.Z.5.4
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.H.2.3
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.I.1.0
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,100,PIEZA,DHL_CAT,4.D.2.5
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.G.4.3
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.H.2.4
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.H.2.5
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,550,PIEZA,LOGISTORAGE_MTY,C.1..
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,79,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.A.51
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.A.52
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.C.52
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.D.42
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,H.1.F.51
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.H.11
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.H.22
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.I.21
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.M.41
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.N.41
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.O.21
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.O.22
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.O.42
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.P.32
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.P.41
STI2051OPLT,20 51 5000  AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.P.42
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV GDL,1294,PIEZA,DHL_GDL,A.13..
